taxon_id,taxon_name,taxon_iconic_taxon_name,taxon_rank,taxon_rank_level,taxon_ancestry,prev_obs_taxon_id,prev_obs_taxon_name,prev_obs_taxon_iconic_taxon_name,prev_obs_taxon_rank,prev_obs_taxon_rank_level,prev_obs_taxon_ancestry,obs_had_species_cid,more_conservative,disagreement,exact_agreement,more_specific_agreement
56557,Notonecta,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47744/61267/116696/56555/56556/476016,56554,Notonecta glauca,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47744/61267/116696/56555/56556/476016/56557,true,true,false,false,false
360938,Appasus,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47744/61267/116696/81569/81570/476217,360922,Appasus japonicus,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47744/61267/116696/81569/81570/476217/360938,true,true,false,false,false
356345,Laccotrephes japonensis,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47744/61267/116696/81569/119347/481310/356346,356346,Laccotrephes,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47744/61267/116696/81569/119347/481310,false,false,false,false,true
5277,Elanus leucurus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5273,5277,Elanus leucurus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5273,true,false,false,true,false
311506,Anisops,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47744/61267/116696/56555/56556/476015,495986,Anisops ogasawarensis,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47744/61267/116696/56555/56556/476015/311506,true,true,false,false,false
7478,Campylorhynchus zonatus,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7467,7467,Campylorhynchus,Aves,genus,20.0,48460/1/2/355675/3/7251/15964,false,false,false,false,true
10288,Volatinia jacarina,Aves,species,10.0,48460/1/2/355675/3/7251/71369/10287,7251,Passeriformes,Aves,order,40.0,48460/1/2/355675/3,false,false,false,false,true
9135,Spizella passerina,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9132,9148,Spizella pallida,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9132,true,false,true,false,false
9100,Melospiza melodia,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9091,9100,Melospiza melodia,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9091,true,false,false,true,false
9083,Cardinalis cardinalis,Aves,species,10.0,48460/1/2/355675/3/7251/71305/9080,9083,Cardinalis cardinalis,Aves,species,10.0,48460/1/2/355675/3/7251/71305/9080,true,false,false,true,false
9100,Melospiza melodia,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9091,9100,Melospiza melodia,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9091,true,false,false,true,false
13858,Passer domesticus,Aves,species,10.0,48460/1/2/355675/3/7251/13685/13847,13858,Passer domesticus,Aves,species,10.0,48460/1/2/355675/3/7251/13685/13847,true,false,false,true,false
145217,Oreothlypis peregrina,Aves,species,10.0,48460/1/2/355675/3/7251/71349/144406,145217,Oreothlypis peregrina,Aves,species,10.0,48460/1/2/355675/3/7251/71349/144406,true,false,false,true,false
9096,Melospiza georgiana,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9091,9096,Melospiza georgiana,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9091,true,false,false,true,false
15990,Myiarchus tuberculifer,Aves,species,10.0,48460/1/2/355675/3/7251/15984/15985,15985,Myiarchus,Aves,genus,20.0,48460/1/2/355675/3/7251/15984,false,false,false,false,true
16622,Empidonax wrightii,Aves,species,10.0,48460/1/2/355675/3/7251/15984/16597,16602,Empidonax minimus,Aves,species,10.0,48460/1/2/355675/3/7251/15984/16597,true,false,true,false,false
5212,Buteo jamaicensis,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,5212,Buteo jamaicensis,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,true,false,false,true,false
145218,Oreothlypis celata,Aves,species,10.0,48460/1/2/355675/3/7251/71349/144406,3,Aves,Aves,class,50.0,48460/1/2/355675,false,false,false,false,true
73523,Trogon caligatus,Aves,species,10.0,48460/1/2/355675/3/20715/20716/20717,20717,Trogon,Aves,genus,20.0,48460/1/2/355675/3/20715/20716,false,false,false,false,true
47850,Quercus agrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/47852/47851/861029/861036,47850,Quercus agrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/47852/47851/861029/861036,true,false,false,true,false
76974,Eriogonum cinereum,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/48382/922207/922210/48939,76974,Eriogonum cinereum,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/48382/922207/922210/48939,true,false,false,true,false
10373,Molothrus ater,Aves,species,10.0,48460/1/2/355675/3/7251/11989/10368,7251,Passeriformes,Aves,order,40.0,48460/1/2/355675/3,false,false,false,false,true
16787,Tyrannus melancholicus,Aves,species,10.0,48460/1/2/355675/3/7251/15984/16768,16768,Tyrannus,Aves,genus,20.0,48460/1/2/355675/3/7251/15984,false,false,false,false,true
53456,Symphoricarpos mollis,Plantae,species,10.0,48460/47126/211194/47125/47124/48526/48527/345605/48528,47124,Magnoliopsida,Plantae,class,50.0,48460/47126/211194/47125,false,false,false,false,true
53359,Baccharis pilularis,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/632790/461542/902614/52111,53359,Baccharis pilularis,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/632790/461542/902614/52111,true,false,false,true,false
11970,Stelgidopteryx serripennis,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11969,11863,Progne,Aves,genus,20.0,48460/1/2/355675/3/7251/11853,false,false,true,false,false
7079,Oxyura jamaicensis,Aves,species,10.0,48460/1/2/355675/3/6888/6912/7073,7036,Melanitta perspicillata,Aves,species,10.0,48460/1/2/355675/3/6888/6912/7031,true,false,true,false,false
10271,Pheucticus ludovicianus,Aves,species,10.0,48460/1/2/355675/3/7251/71305/10269,7251,Passeriformes,Aves,order,40.0,48460/1/2/355675/3,false,false,false,false,true
4938,Egretta tricolor,Aves,species,10.0,48460/1/2/355675/3/67566/4929/597395/4933,4938,Egretta tricolor,Aves,species,10.0,48460/1/2/355675/3/67566/4929/597395/4933,true,false,false,true,false
9981,Passerculus sandwichensis,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9980,9981,Passerculus sandwichensis,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9980,true,false,false,true,false
58224,Dendromecon rigida,Plantae,species,10.0,48460/47126/211194/47125/47124/48232/47332/889631/58225,58224,Dendromecon rigida,Plantae,species,10.0,48460/47126/211194/47125/47124/48232/47332/889631/58225,true,false,false,true,false
16106,Contopus pertinax,Aves,species,10.0,48460/1/2/355675/3/7251/15984/16074,16106,Contopus pertinax,Aves,species,10.0,48460/1/2/355675/3/7251/15984/16074,true,false,false,true,false
236935,Anas platyrhynchos domesticus,Aves,variety,5.0,48460/1/2/355675/3/6888/6912/6922/6930,6922,Anas,Aves,genus,20.0,48460/1/2/355675/3/6888/6912,false,false,false,false,true
55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,true,false,false,true,false
20044,Bubo virginianus,Aves,species,10.0,48460/1/2/355675/3/19350/19728/20034,20044,Bubo virginianus,Aves,species,10.0,48460/1/2/355675/3/19350/19728/20034,true,false,false,true,false
6957,Anas strepera,Aves,species,10.0,48460/1/2/355675/3/6888/6912/6922,6929,Anas penelope,Aves,species,10.0,48460/1/2/355675/3/6888/6912/6922,true,false,true,false,false
9183,Zonotrichia capensis,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9175,9183,Zonotrichia capensis,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9175,true,false,false,true,false
19587,Chordeiles acutipennis,Aves,species,10.0,48460/1/2/355675/3/67573/19376/19576,19587,Chordeiles acutipennis,Aves,species,10.0,48460/1/2/355675/3/67573/19376/19576,true,false,false,true,false
6141,Cynanthus latirostris,Aves,species,10.0,48460/1/2/355675/3/67573/5562/6140,5562,Trochilidae,Aves,family,30.0,48460/1/2/355675/3/67573,false,false,false,false,true
7470,Campylorhynchus brunneicapillus,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7467,7477,Campylorhynchus gularis,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7467,true,false,true,false,false
7470,Campylorhynchus brunneicapillus,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7467,7467,Campylorhynchus,Aves,genus,20.0,48460/1/2/355675/3/7251/15964,false,false,false,false,true
6358,Selasphorus,Aves,genus,20.0,48460/1/2/355675/3/67573/5562,6432,Archilochus colubris,Aves,species,10.0,48460/1/2/355675/3/67573/5562/6431,true,false,true,false,false
199833,Antrostomus carolinensis,Aves,species,10.0,48460/1/2/355675/3/67573/19376/199908,199833,Antrostomus carolinensis,Aves,species,10.0,48460/1/2/355675/3/67573/19376/199908,true,false,false,true,false
10442,Limnothlypis swainsonii,Aves,species,10.0,48460/1/2/355675/3/7251/71349/10441,10442,Limnothlypis swainsonii,Aves,species,10.0,48460/1/2/355675/3/7251/71349/10441,true,false,false,true,false
9339,Icterus gularis,Aves,species,10.0,48460/1/2/355675/3/7251/11989/9315,9315,Icterus,Aves,genus,20.0,48460/1/2/355675/3/7251/11989,false,false,false,false,true
9156,Passerella iliaca,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9155,9156,Passerella iliaca,Aves,species,10.0,48460/1/2/355675/3/7251/559248/9155,true,false,false,true,false
14886,Mimus polyglottos,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14877,14886,Mimus polyglottos,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14877,true,false,false,true,false
9721,Geothlypis trichas,Aves,species,10.0,48460/1/2/355675/3/7251/71349/9714,9721,Geothlypis trichas,Aves,species,10.0,48460/1/2/355675/3/7251/71349/9714,true,false,false,true,false
7576,Thryomanes bewickii,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7575,7576,Thryomanes bewickii,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7575,true,false,false,true,false
10479,Chondestes grammacus,Aves,species,10.0,48460/1/2/355675/3/7251/559248/10478,10479,Chondestes grammacus,Aves,species,10.0,48460/1/2/355675/3/7251/559248/10478,true,false,false,true,false
14892,Toxostoma lecontei,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14889,14892,Toxostoma lecontei,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14889,true,false,false,true,false
42051,Canis latrans,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848324/41573/42043/42044,42051,Canis latrans,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848324/41573/42043/42044,true,false,false,true,false
46217,Tamias striatus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848323/43698/129411/45933/339572/209650/520586,46217,Tamias striatus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848323/43698/129411/45933/339572/209650/520586,true,false,false,true,false
42223,Odocoileus virginianus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848324/152870/424850/42158/846185/846324/42219,42223,Odocoileus virginianus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848324/152870/424850/42158/846185/846324/42219,true,false,false,true,false
46217,Tamias striatus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848323/43698/129411/45933/339572/209650/520586,46217,Tamias striatus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848323/43698/129411/45933/339572/209650/520586,true,false,false,true,false
54503,Juglans californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/54497/54495,54503,Juglans californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/54497/54495,true,false,false,true,false
58231,Platanus racemosa,Plantae,species,10.0,48460/47126/211194/47125/47124/64516/49663/49664,58231,Platanus racemosa,Plantae,species,10.0,48460/47126/211194/47125/47124/64516/49663/49664,true,false,false,true,false
44349,Peromyscus,Mammalia,genus,20.0,48460/1/2/355675/40151/848317/848320/848323/43698/870778/488924/55986/325776/325775,44185,Muridae,Mammalia,family,30.0,48460/1/2/355675/40151/848317/848320/848323/43698/870778/488924,false,false,true,false,false
64126,Ceanothus spinosus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,62227,Ceanothus integerrimus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,true,false,true,false,false
54503,Juglans californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/54497/54495,54503,Juglans californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/54497/54495,true,false,false,true,false
77959,Marah macrocarpa,Plantae,species,10.0,48460/47126/211194/47125/47124/71281/48620/53145,77959,Marah macrocarpa,Plantae,species,10.0,48460/47126/211194/47125/47124/71281/48620/53145,true,false,false,true,false
55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,true,false,false,true,false
62063,Keckiella cordifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/48151/50638/840998/56744,47124,Magnoliopsida,Plantae,class,50.0,48460/47126/211194/47125,false,false,false,false,true
47325,Collinsia heterophylla,Plantae,species,10.0,48460/47126/211194/47125/47124/48151/50638/840998/47324,47325,Collinsia heterophylla,Plantae,species,10.0,48460/47126/211194/47125/47124/48151/50638/840998/47324,true,false,false,true,false
59210,Bromus rubens,Plantae,species,10.0,48460/47126/211194/47125/47163/47162/47434/514989/602023/52701,47434,Poaceae,Plantae,family,30.0,48460/47126/211194/47125/47163/47162,false,false,false,false,true
55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,true,false,false,true,false
53357,Artemisia californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/632790/373844/900983/52855,53357,Artemisia californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/632790/373844/900983/52855,true,false,false,true,false
57922,Centaurea melitensis,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/201654/632883/632887/48160,57922,Centaurea melitensis,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/201654/632883/632887/48160,true,false,false,true,false
42223,Odocoileus virginianus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848324/152870/424850/42158/846185/846324/42219,42223,Odocoileus virginianus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848324/152870/424850/42158/846185/846324/42219,true,false,false,true,false
58379,Lamarckia aurea,Plantae,species,10.0,48460/47126/211194/47125/47163/47162/47434/58380,121635,Ptilotus exaltatus,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/52327/929251/121634,true,false,true,false,false
47850,Quercus agrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/47852/47851/861029/861036,47850,Quercus agrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/47852/47851/861029/861036,true,false,false,true,false
54503,Juglans californica,Plantae,species,10.0,48460/47126/211194/47125/47124/47853/54497/54495,47124,Magnoliopsida,Plantae,class,50.0,48460/47126/211194/47125,false,false,false,false,true
18459,Sphyrapicus,Aves,genus,20.0,48460/1/2/355675/3/17550/17599,18459,Sphyrapicus,Aves,genus,20.0,48460/1/2/355675/3/17550/17599,false,false,false,true,false
64109,Venegasia carpesioides,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/632790/179978/64110,47604,Asteraceae,Plantae,family,30.0,48460/47126/211194/47125/47124/47605,false,false,false,false,true
16016,Myiarchus tyrannulus,Aves,species,10.0,48460/1/2/355675/3/7251/15984/15985,15984,Tyrannidae,Aves,family,30.0,48460/1/2/355675/3/7251,false,false,false,false,true
13858,Passer domesticus,Aves,species,10.0,48460/1/2/355675/3/7251/13685/13847,13858,Passer domesticus,Aves,species,10.0,48460/1/2/355675/3/7251/13685/13847,true,false,false,true,false
144455,Ardea alba,Aves,species,10.0,48460/1/2/355675/3/67566/4929/597395/4950,144455,Ardea alba,Aves,species,10.0,48460/1/2/355675/3/67566/4929/597395/4950,true,false,false,true,false
132704,Setophaga coronata coronata,Aves,subspecies,5.0,48460/1/2/355675/3/7251/71349/10246/145245,132704,Setophaga coronata coronata,Aves,subspecies,5.0,48460/1/2/355675/3/7251/71349/10246/145245,true,false,false,true,false
7464,Catherpes mexicanus,Aves,species,10.0,48460/1/2/355675/3/7251/15964/7463,7251,Passeriformes,Aves,order,40.0,48460/1/2/355675/3,false,false,false,false,true
6141,Cynanthus latirostris,Aves,species,10.0,48460/1/2/355675/3/67573/5562/6140,6141,Cynanthus latirostris,Aves,species,10.0,48460/1/2/355675/3/67573/5562/6140,true,false,false,true,false
11970,Stelgidopteryx serripennis,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11969,238711,Stelgidopteryx serripennis serripennis,Aves,subspecies,5.0,48460/1/2/355675/3/7251/11853/11969/11970,true,true,false,false,false
906,Meleagris gallopavo,Aves,species,10.0,48460/1/2/355675/3/573/574/905,906,Meleagris gallopavo,Aves,species,10.0,48460/1/2/355675/3/573/574/905,true,false,false,true,false
11858,Petrochelidon pyrrhonota,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11854,11858,Petrochelidon pyrrhonota,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11854,true,false,false,true,false
6148,Cynanthus sordidus,Aves,species,10.0,48460/1/2/355675/3/67573/5562/6140,6148,Cynanthus sordidus,Aves,species,10.0,48460/1/2/355675/3/67573/5562/6140,true,false,false,true,false
11970,Stelgidopteryx serripennis,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11969,11970,Stelgidopteryx serripennis,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11969,true,false,false,true,false
15990,Myiarchus tuberculifer,Aves,species,10.0,48460/1/2/355675/3/7251/15984/15985,15990,Myiarchus tuberculifer,Aves,species,10.0,48460/1/2/355675/3/7251/15984/15985,true,false,false,true,false
6370,Calothorax,Aves,genus,20.0,48460/1/2/355675/3/67573/5562,6370,Calothorax,Aves,genus,20.0,48460/1/2/355675/3/67573/5562,false,false,false,true,false
50320,Lathyrus vestitus,Plantae,species,10.0,48460/47126/211194/47125/47124/47123/47122/507502/633087/50321,47122,Fabaceae,Plantae,family,30.0,48460/47126/211194/47125/47124/47123,false,false,false,false,true
145309,Spinus lawrencei,Aves,species,10.0,48460/1/2/355675/3/7251/9079/144410,145309,Spinus lawrencei,Aves,species,10.0,48460/1/2/355675/3/7251/9079/144410,true,false,false,true,false
53405,Heteromeles arbutifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/47148/922110/723302/53408,64122,Malosma laurina,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/64123,true,false,true,false,false
64126,Ceanothus spinosus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,64126,Ceanothus spinosus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,true,false,false,true,false
53405,Heteromeles arbutifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/47148/922110/723302/53408,64122,Malosma laurina,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/64123,true,false,true,false,false
58231,Platanus racemosa,Plantae,species,10.0,48460/47126/211194/47125/47124/64516/49663/49664,58231,Platanus racemosa,Plantae,species,10.0,48460/47126/211194/47125/47124/64516/49663/49664,true,false,false,true,false
76182,Ceanothus leucodermis,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,53360,Ceanothus oliganthus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,true,false,true,false,false
52702,Bromus diandrus,Plantae,species,10.0,48460/47126/211194/47125/47163/47162/47434/514989/602023/52701,47434,Poaceae,Plantae,family,30.0,48460/47126/211194/47125/47163/47162,false,false,false,false,true
63047,Calystegia macrostegia,Plantae,species,10.0,48460/47126/211194/47125/47124/48515/52345/56031,77959,Marah macrocarpa,Plantae,species,10.0,48460/47126/211194/47125/47124/71281/48620/53145,true,false,true,false,false
50654,Dichelostemma capitatum,Plantae,species,10.0,48460/47126/211194/47125/47163/47218/47599/508839/50653,50654,Dichelostemma capitatum,Plantae,species,10.0,48460/47126/211194/47125/47163/47218/47599/508839/50653,true,false,false,true,false
64126,Ceanothus spinosus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,62227,Ceanothus integerrimus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,true,false,true,false,false
78266,Opuntia littoralis,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/47903/461783/871622/47902,47896,Opuntia oricola,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/47903/461783/871622/47902,true,false,true,false,false
53169,Oxalis pes-caprae,Plantae,species,10.0,48460/47126/211194/47125/47124/70233/47759/47758,47125,Angiospermae,Plantae,subphylum,57.0,48460/47126/211194,false,false,false,false,true
8671,Pachyramphus aglaiae,Aves,species,10.0,48460/1/2/355675/3/7251/200971/8660,8671,Pachyramphus aglaiae,Aves,species,10.0,48460/1/2/355675/3/7251/200971/8660,true,false,false,true,false
50654,Dichelostemma capitatum,Plantae,species,10.0,48460/47126/211194/47125/47163/47218/47599/508839/50653,50654,Dichelostemma capitatum,Plantae,species,10.0,48460/47126/211194/47125/47163/47218/47599/508839/50653,true,false,false,true,false
54605,Marrubium vulgare,Plantae,species,10.0,48460/47126/211194/47125/47124/48151/48623/918903/918909/54604,54605,Marrubium vulgare,Plantae,species,10.0,48460/47126/211194/47125/47124/48151/48623/918903/918909/54604,true,false,false,true,false
64126,Ceanothus spinosus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,49674,Ceanothus,Plantae,genus,20.0,48460/47126/211194/47125/47124/47132/49041,false,false,false,false,true
76228,Chaenactis artemisiifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47605/47604/632790/632797/50199,50199,Chaenactis,Plantae,genus,20.0,48460/47126/211194/47125/47124/47605/47604/632790/632797,false,false,false,false,true
55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,55009,Rhus integrifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/54765,true,false,false,true,false
56759,Lupinus succulentus,Plantae,species,10.0,48460/47126/211194/47125/47124/47123/47122/507502/548591/47121,47121,Lupinus,Plantae,genus,20.0,48460/47126/211194/47125/47124/47123/47122/507502/548591,false,false,false,false,true
76974,Eriogonum cinereum,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/48382/922207/922210/48939,76974,Eriogonum cinereum,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/48382/922207/922210/48939,true,false,false,true,false
76567,Cylindropuntia prolifera,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/47903/461783/871630/49352,76567,Cylindropuntia prolifera,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/47903/461783/871630/49352,true,false,false,true,false
76974,Eriogonum cinereum,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/48382/922207/922210/48939,54999,Eriogonum fasciculatum,Plantae,species,10.0,48460/47126/211194/47125/47124/47366/48382/922207/922210/48939,true,false,true,false,false
14886,Mimus polyglottos,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14877,14886,Mimus polyglottos,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14877,true,false,false,true,false
64126,Ceanothus spinosus,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/49041/49674,49674,Ceanothus,Plantae,genus,20.0,48460/47126/211194/47125/47124/47132/49041,false,false,false,false,true
14995,Dumetella carolinensis,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14994,14995,Dumetella carolinensis,Aves,species,10.0,48460/1/2/355675/3/7251/59911/14994,true,false,false,true,false
5305,Haliaeetus leucocephalus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5303,5305,Haliaeetus leucocephalus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5303,true,false,false,true,false
7079,Oxyura jamaicensis,Aves,species,10.0,48460/1/2/355675/3/6888/6912/7073,7079,Oxyura jamaicensis,Aves,species,10.0,48460/1/2/355675/3/6888/6912/7073,true,false,false,true,false
5212,Buteo jamaicensis,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,5212,Buteo jamaicensis,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,true,false,false,true,false
4795,Charadrius wilsonia,Aves,species,10.0,48460/1/2/355675/3/67561/4783/4784,4784,Charadrius,Aves,genus,20.0,48460/1/2/355675/3/67561/4783,false,false,false,false,true
10373,Molothrus ater,Aves,species,10.0,48460/1/2/355675/3/7251/11989/10368,10373,Molothrus ater,Aves,species,10.0,48460/1/2/355675/3/7251/11989/10368,true,false,false,true,false
12942,Sialia sialis,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12935,12942,Sialia sialis,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12935,true,false,false,true,false
12727,Turdus migratorius,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12705,12727,Turdus migratorius,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12705,true,false,false,true,false
5206,Buteo lineatus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,5206,Buteo lineatus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,true,false,false,true,false
5206,Buteo lineatus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,5206,Buteo lineatus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5179,true,false,false,true,false
7057,Aythya valisineria,Aves,species,10.0,48460/1/2/355675/3/6888/6912/7043,7057,Aythya valisineria,Aves,species,10.0,48460/1/2/355675/3/6888/6912/7043,true,false,false,true,false
9319,Icterus cucullatus,Aves,species,10.0,48460/1/2/355675/3/7251/11989/9315,9319,Icterus cucullatus,Aves,species,10.0,48460/1/2/355675/3/7251/11989/9315,true,false,false,true,false
72458,Actitis macularius,Aves,species,10.0,48460/1/2/355675/3/67561/3835/3977,72458,Actitis macularius,Aves,species,10.0,48460/1/2/355675/3/67561/3835/3977,true,false,false,true,false
144537,Hydroprogne caspia,Aves,species,10.0,48460/1/2/355675/3/67561/4342/373567/144326,144537,Hydroprogne caspia,Aves,species,10.0,48460/1/2/355675/3/67561/4342/373567/144326,true,false,false,true,false
4265,Phalacrocorax auritus,Aves,species,10.0,48460/1/2/355675/3/71268/4262/4263,4265,Phalacrocorax auritus,Aves,species,10.0,48460/1/2/355675/3/71268/4262/4263,true,false,false,true,false
11935,Tachycineta bicolor,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11925,11935,Tachycineta bicolor,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11925,true,false,false,true,false
116999,Pandion haliaetus,Aves,species,10.0,48460/1/2/355675/3/71261/200958/71725,116999,Pandion haliaetus,Aves,species,10.0,48460/1/2/355675/3/71261/200958/71725,true,false,false,true,false
4457,Sterna forsteri,Aves,species,10.0,48460/1/2/355675/3/67561/4342/373567/4424,4457,Sterna forsteri,Aves,species,10.0,48460/1/2/355675/3/67561/4342/373567/4424,true,false,false,true,false
2969,Streptopelia decaocto,Aves,species,10.0,48460/1/2/355675/3/2708/2715/2926,2969,Streptopelia decaocto,Aves,species,10.0,48460/1/2/355675/3/2708/2715/2926,true,false,false,true,false
3454,Zenaida macroura,Aves,species,10.0,48460/1/2/355675/3/2708/2715/3438,2715,Columbidae,Aves,family,30.0,48460/1/2/355675/3/2708,false,false,false,false,true
